wl,n,k
0.30476,1.708,1.9543
0.30378,1.7089,1.952
0.3028,1.7098,1.9499
0.30183,1.7106,1.9478
0.30085,1.7114,1.9458
0.29989,1.7122,1.9438
0.29892,1.713,1.9419
0.29796,1.7137,1.94
0.297,1.7144,1.9383
0.29605,1.7151,1.9365
0.29509,1.7157,1.9349
0.29414,1.7163,1.9332
0.2932,1.7169,1.9317
0.29226,1.7174,1.9302
0.29132,1.7179,1.9287
0.29038,1.7184,1.9274
0.28944,1.7188,1.926
0.28851,1.7192,1.9248
0.28758,1.7196,1.9235
0.28666,1.7199,1.9224
0.28574,1.7202,1.9213
0.28482,1.7204,1.9202
0.2839,1.7206,1.9192
0.28299,1.7208,1.9183
0.28208,1.7209,1.9174
0.28117,1.721,1.9165
0.28027,1.721,1.9157
0.27936,1.721,1.915
